Model,Metric,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,dog,horse,motorbike,person,pottedplant,sheep,train,tvmonitor,Mean
Zero-shot,PCK@0.05,14.937657516924578,8.867798867798866,16.837257392812948,7.663026274137385,15.298303229337712,9.876166717827294,9.678971294662784,24.74814861064861,8.39462180406453,12.063494551624629,9.637142949642948,8.446415621415621,8.517048794826572,13.25726751880598,9.099731153095423,5.408062129912768,14.883387666125758,12.751644028739404,11.717234426298162
Zero-shot,PCK@0.10,22.873000306504142,16.660816960816963,29.174663576372975,15.54775471442138,25.16201423097975,15.130039524677814,15.054752674433523,37.00791754541754,13.793189524613673,20.38246189815946,17.96857956857957,15.138122988122989,16.770395242617465,24.664581145350375,18.713678046624683,11.695455956064567,26.001116571553077,23.878030888507766,20.438023154089464
Zero-shot,PCK@0.20,38.01535111999171,27.920584970584976,43.915175913039164,26.74789716456383,39.68532202152891,24.202697649445913,24.85853955933743,52.266446516446514,23.260926380121425,33.09698825251868,31.863009675509673,26.495122470122467,28.360353638131418,40.34772364387749,29.281432990829742,22.623271606926814,44.20705782312925,40.70728304290443,33.405936199817546
Fine-tuned,PCK@0.05,37.094047903308905,15.534038184038184,39.41917215421489,15.878951295617961,21.127850757161102,35.120260415405646,25.835503641354702,49.45160117660117,12.119017463444708,31.91853268420606,25.24678377178377,19.218691493691495,12.110579749468636,28.74461307922846,14.14631900710787,15.806137900508029,46.357235504060895,22.174288660921608,25.74414748645632
Fine-tuned,PCK@0.10,47.43630944978703,25.72484182484183,54.17430029609517,24.492888798444355,30.681809888706443,44.761387617274536,33.86783404735532,60.44947274947275,17.358542300492765,47.06984461294639,37.45267972767973,30.226202501202497,21.40686474019807,40.544654490808334,24.207177844068795,25.625206564146144,62.70838986116764,36.65427218895427,36.74583406607125
Fine-tuned,PCK@0.20,62.36430131777756,38.48357753357753,67.98016758486844,38.013103151992034,43.03370735267287,52.94663038520364,44.459175576196856,73.00196747696748,25.284724735189126,61.92845633549242,51.071386021386026,46.44597578347578,34.67456925790259,54.16181766950998,35.25485213420248,38.2388167339,77.63683700191638,50.92814118283771,49.583729768119845
Fine-tuned + Soft-argmax,PCK@0.05,37.094047903308905,15.534038184038184,39.41917215421489,15.878951295617961,21.127850757161102,35.120260415405646,25.835503641354702,49.45160117660117,12.119017463444708,31.91853268420606,25.24678377178377,19.218691493691495,12.110579749468636,28.74461307922846,14.14631900710787,15.806137900508029,46.357235504060895,22.174288660921608,25.74414748645632
Fine-tuned + Soft-argmax,PCK@0.10,47.43630944978703,25.72484182484183,54.17430029609517,24.492888798444355,30.681809888706443,44.761387617274536,33.86783404735532,60.44947274947275,17.358542300492765,47.06984461294639,37.45267972767973,30.226202501202497,21.40686474019807,40.544654490808334,24.207177844068795,25.625206564146144,62.70838986116764,36.65427218895427,36.74583406607125
Fine-tuned + Soft-argmax,PCK@0.20,62.36430131777756,38.48357753357753,67.98016758486844,38.013103151992034,43.03370735267287,52.94663038520364,44.459175576196856,73.00196747696748,25.284724735189126,61.92845633549242,51.071386021386026,46.44597578347578,34.67456925790259,54.16181766950998,35.25485213420248,38.2388167339,77.63683700191638,50.92814118283771,49.583729768119845
